,Unnamed: 0,Unnamed: 0.1,clave_ct,nom_turno,nombre_ct,domicilio,localidad_inegi,nombre_localidad,nombre_colonia,municipio,nombre_municipio,sostenimiento,nivel,programa,hombres_1!,mujeres_1!,total_1!,hombres_2!,mujeres_2!,total_2!,hombres_3!,mujeres_3!,total_3!,hombres_4!,mujeres_4!,total_4!,hombres_5!,mujeres_5!,total_5!,hombres_6!,mujeres_6!,total_6!,hombres_total,mujeres_total,matricula_total,docentes,grupos,docenete_educacion_fisica,docente_actividades_artisticas,docente_actividades_tecnonologicas,docente_de_idiomas,personal_de_administrativo_y_servicios,director_con_grupo,director_sin_grupo,total_de_personal
12888,12888,12888,14DTV0603Q,MATUTINO,FRANCISCO_VILLA,CONOCIDO,308,MONTE_ALTO,0,78,SAN_MIGUEL_EL_ALTO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,6,4,10,4,3,7,6,2,8,0,0,0,0,0,0,0,0,0,16,9,25,2,3,0,0,0,0,0,1,0,2
12889,12889,12889,14DES0082T,MATUTINO,FRANCISCO_MEDINA_ASCENCIO,LA_PRESA_437,1,ARANDAS,MEXIQUITO,8,ARANDAS,FEDERALIZADO,SECUNDARIA,GENERAL,87,84,171,76,87,163,74,82,156,0,0,0,0,0,0,0,0,0,237,253,490,20,12,2,1,3,0,7,0,1,28
12890,12890,12890,14DES0082T,VESPERTINO,FRANCISCO_MEDINA_ASCENCIO,LA_PRESA_437,1,ARANDAS,MEXIQUITO,8,ARANDAS,FEDERALIZADO,SECUNDARIA,GENERAL,28,48,76,55,53,108,25,56,81,0,0,0,0,0,0,0,0,0,108,157,265,28,7,2,1,4,0,1,0,1,30
12891,12891,12891,14DTV0605O,MATUTINO,RAFAEL_RAMIREZ,CONOCIDO,69,PRESA_DE_BARAJAS,0,125,SAN_IGNACIO_CERRO_GORDO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,20,16,36,4,10,14,9,8,17,0,0,0,0,0,0,0,0,0,33,34,67,3,3,0,0,0,0,0,1,0,3
12892,12892,12892,14DTV0604P,MATUTINO,JAIME_TORRES_BODET,CONOCIDO,81,TUNA_DE_ABAJO,0,125,SAN_IGNACIO_CERRO_GORDO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,6,4,10,7,4,11,4,9,13,0,0,0,0,0,0,0,0,0,17,17,34,3,3,0,0,0,0,0,1,0,3
12893,12893,12893,14DTV0626A,MATUTINO,VICENTE_GUERRERO,CONOCIDO,121,ROSALES,0,48,JESUS_MARIA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,4,8,12,2,4,6,5,1,6,0,0,0,0,0,0,0,0,0,11,13,24,2,3,0,0,0,0,0,1,0,2
12894,12894,12894,14DTV0602R,MATUTINO,ALFONSO_REYES,CONOCIDO,66,OJO_DE_AGUA_COLORADA,0,29,CUQUIO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,5,6,11,6,5,11,3,7,10,0,0,0,0,0,0,0,0,0,14,18,32,3,3,0,0,0,0,0,1,0,3
12895,12895,12895,14DTV0578H,MATUTINO,FRANCISCO_I_MADERO,ALDAMA_220,99,TEPONAHUASCO,0,29,CUQUIO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,18,16,34,6,14,20,8,12,20,0,0,0,0,0,0,0,0,0,32,42,74,4,4,0,0,0,0,0,1,0,4
12896,12896,12896,14DTV0579G,MATUTINO,JOSEFA_ORTIZ_DE_DOMINGUEZ,CALANDRIA,32,SAN_SEBASTIAN_EL_GRANDE,UNIDAD_PASEO_DE_LAS_AVES,97,TLAJOMULCO_DE_ZUAIGA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,29,30,59,19,12,31,12,15,27,0,0,0,0,0,0,0,0,0,60,57,117,4,4,0,0,0,0,2,0,1,7
12897,12897,12897,14DES0110Z,VESPERTINO,IRENE_ROBLEDO_GARCIA,VALLE_DE_MEXICO_2519,1,ZAPOPAN,JARDINES_DEL_VALLE,120,ZAPOPAN,FEDERALIZADO,SECUNDARIA,GENERAL,70,74,144,105,78,183,100,67,167,0,0,0,0,0,0,0,0,0,275,219,494,44,12,2,4,4,0,13,0,2,59
12898,12898,12898,14DES0110Z,MATUTINO,IRENE_ROBLEDO_GARCIA,VALLE_DE_MEXICO_2519,1,ZAPOPAN,JARDINES_DEL_VALLE,120,ZAPOPAN,FEDERALIZADO,SECUNDARIA,GENERAL,103,124,227,104,122,226,115,104,219,0,0,0,0,0,0,0,0,0,322,350,672,28,15,1,2,4,0,12,0,2,42
12899,12899,12899,14DTV0628Z,MATUTINO,OCTAVIO_PAZ,ALLENDE,47,TENZOMPA,0,42,HUEJUQUILLA_EL_ALTO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,10,9,19,12,8,20,4,12,16,0,0,0,0,0,0,0,0,0,26,29,55,3,3,0,0,0,0,0,1,0,3
12900,12900,12900,14DST0167S,MATUTINO,JOSE_GUADALUPE_ZUNO_HERNANDEZ,MARGIL_DE_JESUS_219,84,TEMASTIAN,0,104,TOTATICHE,FEDERALIZADO,SECUNDARIA,TECNICA,13,9,22,14,10,24,11,15,26,0,0,0,0,0,0,0,0,0,38,34,72,8,3,1,1,0,0,2,1,0,10
12901,12901,12901,14DTV0627Z,CONTINUO,OCTAVIO_PAZ,CONOCIDO,195,TAZUMBOS,0,49,JILOTLAN_DE_LOS_DOLORES,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,16,13,29,10,10,20,11,13,24,0,0,0,0,0,0,0,0,0,37,36,73,3,3,0,0,0,0,0,1,0,3
12902,12902,12902,14PES0146S,MATUTINO,INSTITUTO_TECNOLOGICO_PANAMERICANO,AVENIDA_SOLIDARIDAD_IBEROAMERICANA_7067,14,LAS_PINTITAS,0,70,EL_SALTO,PARTICULAR,SECUNDARIA,GENERAL,4,1,5,5,1,6,5,5,10,0,0,0,0,0,0,0,0,0,14,7,21,4,3,0,0,1,0,2,1,0,6
12903,12903,12903,14EES0063D,MATUTINO,NETZAHUALCOYOTL,FELIPE_LOPEZ_3700,1,GUADALAJARA,POLANQUITO,39,GUADALAJARA,ESTATAL,SECUNDARIA,GENERAL,117,77,194,71,81,152,80,90,170,0,0,0,0,0,0,0,0,0,268,248,516,35,13,2,3,4,0,18,0,1,54
12904,12904,12904,14EES0063D,VESPERTINO,NETZAHUALCOYOTL,FELIPE_LOPEZ_3700,1,GUADALAJARA,POLANQUITO,39,GUADALAJARA,ESTATAL,SECUNDARIA,GENERAL,85,83,168,82,76,158,47,63,110,0,0,0,0,0,0,0,0,0,214,222,436,36,12,2,2,5,0,13,0,1,50
12905,12905,12905,14EST0029P,VESPERTINO,MANUEL_LOPEZ_COTILLA,GUERRERO_174,1,AYUTLA,0,17,AYUTLA,ESTATAL,SECUNDARIA,TECNICA,22,32,54,22,23,45,23,20,43,0,0,0,0,0,0,0,0,0,67,75,142,13,6,0,0,0,0,6,1,0,19
12906,12906,12906,14DTV0631M,MATUTINO,JOSE_MARIA_MORELOS,JUAN_DE_LA_BARRERA_22,123,EL_ZAPOTILLO,0,17,AYUTLA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,4,7,11,2,3,5,5,2,7,0,0,0,0,0,0,0,0,0,11,12,23,3,3,0,0,0,0,0,1,0,3
12907,12907,12907,14DTV0632L,MATUTINO,FRANCISCO_VILLA,CONOCIDO,235,TOLEDO,0,84,TALPA_DE_ALLENDE,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,4,4,8,4,5,9,4,1,5,0,0,0,0,0,0,0,0,0,12,10,22,3,3,0,0,0,0,0,1,0,3
12908,12908,12908,14DTV0633K,MATUTINO,RAMON_GUZMAN,CONOCIDO,164,SAN_RAFAEL,0,58,MASCOTA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,3,3,6,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,5,4,9,2,3,0,0,0,0,0,1,0,2
12909,12909,12909,14DTV0634J,MATUTINO,VICENTE_GUERRERO,CONOCIDO,411,EL_BAAO,0,84,TALPA_DE_ALLENDE,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,11,9,20,8,11,19,11,10,21,0,0,0,0,0,0,0,0,0,30,30,60,3,3,0,0,0,0,0,1,0,3
12910,12910,12910,14PES0164H,VESPERTINO,COLEGIO_VILLA_HIDALGO,PASEO_DE_LOS_CIPRESES,1,VILLA_HIDALGO,LA_ESTANCIA_DE_ORNELAS,116,VILLA_HIDALGO,PARTICULAR,SECUNDARIA,GENERAL,11,8,19,5,5,10,11,6,17,0,0,0,0,0,0,0,0,0,27,19,46,10,3,1,1,1,0,5,0,1,16
12911,12911,12911,14DTV0635I,CONTINUO,AUSTREBERTO_GUTIERREZ_ALVARADO,CONOCIDO,71,HIERBA_DE_MATANCILLAS,0,64,OJUELOS_DE_JALISCO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,7,13,20,11,17,28,12,16,28,0,0,0,0,0,0,0,0,0,30,46,76,3,3,0,0,0,0,0,1,0,3
12912,12912,12912,14DTV0636H,MATUTINO,MIGUEL_HIDALGO_Y_COSTILLA,CONOCIDO,44,SAN_JUANICO_DE_ABAJO,0,116,VILLA_HIDALGO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,6,0,6,2,2,4,3,1,4,0,0,0,0,0,0,0,0,0,11,3,14,2,3,0,0,0,0,0,1,0,2
12913,12913,12913,14PES0167E,MATUTINO,ENRIQUE_DIAZ_DE_LEON,AVENIDA_GUADALUPE_1660,1,ZAPOPAN,CHAPALITA,120,ZAPOPAN,PARTICULAR,SECUNDARIA,GENERAL,3,8,11,12,9,21,8,3,11,0,0,0,0,0,0,0,0,0,23,20,43,9,3,1,1,1,0,3,0,2,14
12914,12914,12914,14EES0066A,MATUTINO,FRANCISCO_MEDINA_ASCENCIO,PEDRO_SALCIDO_34,1,TLAJOMULCO_DE_ZUAIGA,LA_LOMA,97,TLAJOMULCO_DE_ZUAIGA,ESTATAL,SECUNDARIA,GENERAL,76,72,148,86,93,179,56,76,132,0,0,0,0,0,0,0,0,0,218,241,459,29,10,3,2,1,0,9,0,1,39
12915,12915,12915,14EES0066A,VESPERTINO,FRANCISCO_MEDINA_ASCENCIO,PEDRO_SALCIDO_34,1,TLAJOMULCO_DE_ZUAIGA,LA_LOMA,97,TLAJOMULCO_DE_ZUAIGA,ESTATAL,SECUNDARIA,GENERAL,86,62,148,95,84,179,57,63,120,0,0,0,0,0,0,0,0,0,238,209,447,35,10,3,2,2,0,6,0,1,42
12916,12916,12916,14PES0168D,MATUTINO,INSTITUTO_EDUCATIVO_TONALA,ZARAGOZA_400,1,TONALA,0,101,TONALA,PARTICULAR,SECUNDARIA,GENERAL,38,36,74,34,49,83,30,37,67,0,0,0,0,0,0,0,0,0,102,122,224,12,8,1,1,1,0,8,0,1,21
12917,12917,12917,14DST0163W,VESPERTINO,LUIS_DONALDO_COLOSIO_MURRIETA,CIRCUITO_EL_SALVADOR_103,822,HACIENDA_SANTA_FE,CHULAVISTA,97,TLAJOMULCO_DE_ZUAIGA,FEDERALIZADO,SECUNDARIA,TECNICA,152,141,293,121,151,272,122,121,243,0,0,0,0,0,0,0,0,0,395,413,808,40,18,4,2,3,0,11,0,2,53
12918,12918,12918,14DST0163W,MATUTINO,LUIS_DONALDO_COLOSIO_MURRIETA,CIRCUITO_EL_SALVADOR_103,822,HACIENDA_SANTA_FE,CHULAVISTA,97,TLAJOMULCO_DE_ZUAIGA,FEDERALIZADO,SECUNDARIA,TECNICA,157,148,305,167,154,321,126,156,282,0,0,0,0,0,0,0,0,0,450,458,908,28,20,1,2,3,0,16,0,2,46
12919,12919,12919,14DST0169Q,VESPERTINO,SECUNDARIA_TECNICA_169,CAMINO_VIEJO_A_SANTA_LUCIA,139,NEXTIPAC,0,120,ZAPOPAN,FEDERALIZADO,SECUNDARIA,TECNICA,41,37,78,47,53,100,22,20,42,0,0,0,0,0,0,0,0,0,110,110,220,18,6,1,1,3,0,1,0,2,21
12920,12920,12920,14DST0169Q,MATUTINO,SECUNDARIA_TECNICA_169,CAMINO_VIEJO_A_SANTA_LUCIA,139,NEXTIPAC,0,120,ZAPOPAN,FEDERALIZADO,SECUNDARIA,TECNICA,91,84,175,80,88,168,79,80,159,0,0,0,0,0,0,0,0,0,250,252,502,25,12,2,2,4,0,13,0,2,40
12921,12921,12921,14DTV0640U,MATUTINO,TEUPA,CONOCIDO,434,EL_CAJON,0,61,MEZQUITIC,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,2,9,11,9,5,14,3,4,7,0,0,0,0,0,0,0,0,0,14,18,32,2,3,0,0,0,0,0,1,0,2
12922,12922,12922,14EES0068Z,MATUTINO,JOSE_SANTA_ANA_DE_LA_CRUZ_AGATA,JUAN_ESCUTIA_130,11,CUITZEO,0,66,PONCITLAN,ESTATAL,SECUNDARIA,GENERAL,56,51,107,44,52,96,55,49,104,0,0,0,0,0,0,0,0,0,155,152,307,26,9,2,1,4,0,7,0,1,34
12923,12923,12923,14EES0069Y,MATUTINO,LAZARO_CARDENAS_DEL_RIO,AVENIDA_CIRCUITO_MISION_DEL_BOSQUE,1,ZAPOPAN,MIRADOR_DE_SAN_ISIDRO,120,ZAPOPAN,ESTATAL,SECUNDARIA,GENERAL,70,65,135,70,78,148,73,72,145,0,0,0,0,0,0,0,0,0,213,215,428,22,9,2,4,2,0,20,0,2,44
12924,12924,12924,14EES0069Y,VESPERTINO,LAZARO_CARDENAS_DEL_RIO,AVENIDA_CIRCUITO_MISION_DEL_BOSQUE,1,ZAPOPAN,MIRADOR_DE_SAN_ISIDRO,120,ZAPOPAN,ESTATAL,SECUNDARIA,GENERAL,52,59,111,67,61,128,56,67,123,0,0,0,0,0,0,0,0,0,175,187,362,31,9,3,2,2,0,15,0,2,48
12925,12925,12925,14DTV0641T,MATUTINO,AGUSTIN_YAAEZ,SAN_JACINTO_109,11,EL_RODEO,0,44,IXTLAHUACAN_DE_LOS_MEMBRILLOS,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,23,34,57,26,22,48,20,19,39,0,0,0,0,0,0,0,0,0,69,75,144,6,6,0,0,0,0,1,1,0,7
12926,12926,12926,14PES0174O,MATUTINO,INSTITUTO_LOYOLA_DE_CHAPALA,ALLEN_W_LLOYD_151,2,AJIJIC,SAN_ANTONIO_TLAYACAPAN,30,CHAPALA,PARTICULAR,SECUNDARIA,GENERAL,14,7,21,13,12,25,7,12,19,0,0,0,0,0,0,0,0,0,34,31,65,10,3,1,1,1,0,2,0,1,13
12927,12927,12927,14PES0173P,MATUTINO,INSTITUTO_VERDE_VALLE,OBSIDIANA_2630,1,ZAPOPAN,RESIDENCIAL_VICTORIA,120,ZAPOPAN,PARTICULAR,SECUNDARIA,GENERAL,15,15,30,15,16,31,15,19,34,0,0,0,0,0,0,0,0,0,45,50,95,10,6,1,1,1,0,6,1,0,16
12928,12928,12928,14DES0113W,MATUTINO,ELIAS_NANDINO_VALLARTA,AVENIDA_CONCEPCION_DEL_VALLE,38,LA_UNION_DEL_CUATRO,VILLAS_DE_LA_HACIENDA,97,TLAJOMULCO_DE_ZUAIGA,FEDERALIZADO,SECUNDARIA,GENERAL,113,112,225,173,178,351,93,132,225,0,0,0,0,0,0,0,0,0,379,422,801,31,18,4,1,3,0,12,0,2,45
12929,12929,12929,14DES0113W,VESPERTINO,ELIAS_NANDINO_VALLARTA,AVENIDA_CONCEPCION_DEL_VALLE,38,LA_UNION_DEL_CUATRO,VILLAS_DE_LA_HACIENDA,97,TLAJOMULCO_DE_ZUAIGA,FEDERALIZADO,SECUNDARIA,GENERAL,97,116,213,164,179,343,113,108,221,0,0,0,0,0,0,0,0,0,374,403,777,45,18,3,3,6,0,8,0,2,55
12930,12930,12930,14DTV0646O,CONTINUO,BENITO_JUAREZ_GARCIA,CONOCIDO,15,JOSE_MARIA_MORELOS,0,64,OJUELOS_DE_JALISCO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,6,4,10,5,4,9,5,3,8,0,0,0,0,0,0,0,0,0,16,11,27,2,3,0,0,0,0,0,1,0,2
12931,12931,12931,14EES0070N,VESPERTINO,MOISES_VEGA_KEGEL,MIGUEL_HIDALGO,1,LAGOS_DE_MORENO,VISTA_HERMOSA,53,LAGOS_DE_MORENO,ESTATAL,SECUNDARIA,GENERAL,54,40,94,55,61,116,53,54,107,0,0,0,0,0,0,0,0,0,162,155,317,24,8,3,1,2,0,5,0,1,30
12932,12932,12932,14DTV0644Q,CONTINUO,JUAN_RULFO,CONOCIDO,93,RANCHO_VIEJO,0,27,CUAUTITLAN_DE_GARCIA_BARRAGAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,3,4,7,7,5,12,7,5,12,0,0,0,0,0,0,0,0,0,17,14,31,2,3,0,0,0,0,0,1,0,2
12933,12933,12933,14PES0270R,MATUTINO,MAHATMA_GANDHI,LOMA_AYOTITLAN_400,1,TONALA,LOMA_DORADA,101,TONALA,PARTICULAR,SECUNDARIA,GENERAL,22,28,50,19,22,41,21,22,43,0,0,0,0,0,0,0,0,0,62,72,134,12,3,1,1,1,0,6,0,1,19
12934,12934,12934,14PES0207P,MATUTINO,INSTITUTO_TEPEYAC_CAMPUS_GUADALAJARA,OCAMPO_389,1,ZAPOPAN,SAN_JUAN_DE_OCOTAN,120,ZAPOPAN,PARTICULAR,SECUNDARIA,GENERAL,41,34,75,47,34,81,39,40,79,0,0,0,0,0,0,0,0,0,127,108,235,19,9,1,3,1,0,8,0,2,29
12935,12935,12935,14EES0067Z,MATUTINO,SECUNDARIA_GENERAL_66,8A_ORIENTE,1,ZAPOPAN,JARDINES_DE_NUEVO_MEXICO,120,ZAPOPAN,ESTATAL,SECUNDARIA,GENERAL,102,81,183,95,97,192,89,99,188,0,0,0,0,0,0,0,0,0,286,277,563,32,12,3,1,1,0,17,0,1,50
12936,12936,12936,14EES0067Z,VESPERTINO,SECUNDARIA_GENERAL_66,8A_ORIENTE,1,ZAPOPAN,JARDINES_DE_NUEVO_MEXICO,120,ZAPOPAN,ESTATAL,SECUNDARIA,GENERAL,88,79,167,79,104,183,71,84,155,0,0,0,0,0,0,0,0,0,238,267,505,42,12,2,3,6,0,13,0,1,56
12937,12937,12937,14EST0031D,MATUTINO,GRAL,ESCUELA_DIGNA_810,1,ACATIC,0,1,ACATIC,ESTATAL,SECUNDARIA,TECNICA,62,49,111,46,51,97,57,43,100,0,0,0,0,0,0,0,0,0,165,143,308,19,9,2,2,2,0,5,1,0,24
12938,12938,12938,14PES0206Q,MATUTINO,COLEGIO_INTERNACIONAL_SEK_GUADALAJARA,DANIEL_COMBONI_850,1,ZAPOPAN,JARDINES_SEATLE,120,ZAPOPAN,PARTICULAR,SECUNDARIA,GENERAL,21,33,54,26,25,51,11,21,32,0,0,0,0,0,0,0,0,0,58,79,137,15,8,1,1,1,0,12,1,0,27
12939,12939,12939,14PES0191E,MATUTINO,CENTRO_EDUCATIVO_GARCIA_LORCA,CALDERETE_50,32,SAN_SEBASTIAN_EL_GRANDE,0,97,TLAJOMULCO_DE_ZUAIGA,PARTICULAR,SECUNDARIA,GENERAL,30,32,62,36,43,79,24,27,51,0,0,0,0,0,0,0,0,0,90,102,192,10,7,1,1,1,0,3,0,1,14
12940,12940,12940,14PES0208O,MATUTINO,CENTRO_EDUCATIVO_MURALISTAS_MEXICANOS,VALLARTA_ORIENTE_139,1,TLAJOMULCO_DE_ZUAIGA,TLAJOMULCO_DE_ZUAIGA,97,TLAJOMULCO_DE_ZUAIGA,PARTICULAR,SECUNDARIA,GENERAL,11,12,23,18,12,30,15,13,28,0,0,0,0,0,0,0,0,0,44,37,81,12,3,1,1,1,0,0,2,0,12
12941,12941,12941,14PES0212A,MATUTINO,COLEGIO_MONTE_ALBAN,PROLONGACION_MARIANO_OTERO_2811,1,ZAPOPAN,EL_FORTIN,120,ZAPOPAN,PARTICULAR,SECUNDARIA,GENERAL,14,5,19,9,13,22,15,10,25,0,0,0,0,0,0,0,0,0,38,28,66,11,3,1,1,1,0,4,1,0,15
12942,12942,12942,14PES0213Z,MATUTINO,ANACLETO_GONZALEZ_FLORES,OCCIDENTAL_39,1,ZAPOPAN,LOMAS_DEL_BATAN,120,ZAPOPAN,PARTICULAR,SECUNDARIA,GENERAL,39,0,39,48,0,48,43,0,43,0,0,0,0,0,0,0,0,0,130,0,130,16,6,1,1,1,0,3,0,1,20
12943,12943,12943,14PST0046L,MATUTINO,ALFRED_NOBEL,FRANCISCO_I_MADERO_259_A,1,PUERTO_VALLARTA,COAPINOLE,67,PUERTO_VALLARTA,PARTICULAR,SECUNDARIA,TECNICA,10,14,24,9,6,15,4,9,13,0,0,0,0,0,0,0,0,0,23,29,52,8,3,1,1,1,0,7,0,1,16
12944,12944,12944,14PES0218V,MATUTINO,MEXICO_AMERICANO,PASEO_DE_LAS_FLORES_290,1,PUERTO_VALLARTA,VILLA__LAS_FLORES,67,PUERTO_VALLARTA,PARTICULAR,SECUNDARIA,GENERAL,10,7,17,4,12,16,7,7,14,0,0,0,0,0,0,0,0,0,21,26,47,7,3,1,0,0,0,2,0,1,10
12945,12945,12945,14DTV0650A,MATUTINO,ANDRES_QUINTANA_ROO,CONOCIDO,331,EL_CHALATE,0,61,MEZQUITIC,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,6,9,15,5,4,9,9,6,15,0,0,0,0,0,0,0,0,0,20,19,39,2,3,0,0,0,0,0,1,0,2
12946,12946,12946,14PES0242V,MATUTINO,COLEGIO_VANCOUVER,SANTA_MARIA,1,PUERTO_VALLARTA,LA_MODERNA,67,PUERTO_VALLARTA,PARTICULAR,SECUNDARIA,GENERAL,7,12,19,2,8,10,7,14,21,0,0,0,0,0,0,0,0,0,16,34,50,9,3,1,1,1,0,2,0,1,12
12947,12947,12947,14DTV0651Z,MATUTINO,26_DE_MARZO_DE_1913,CONOCIDO,161,SOROMUTA,0,69,QUITUPAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,5,4,9,2,3,5,1,7,8,0,0,0,0,0,0,0,0,0,8,14,22,3,3,0,0,0,0,0,1,0,3
12948,12948,12948,14PES0240X,MATUTINO,CARLOS_GONZALEZ,LAZARO_CARDENAS_189,1,TONALA,EL_ZAPOTE,101,TONALA,PARTICULAR,SECUNDARIA,GENERAL,35,26,61,11,29,40,21,23,44,0,0,0,0,0,0,0,0,0,67,78,145,11,4,1,1,1,0,4,0,1,16
12949,12949,12949,14PES0241W,MATUTINO,COLEGIO_BRUSELAS,JESUS_GARCIA_11,20,SAN_JOSE_DEL_CASTILLO,0,70,EL_SALTO,PARTICULAR,SECUNDARIA,GENERAL,10,17,27,16,21,37,15,20,35,0,0,0,0,0,0,0,0,0,41,58,99,8,3,1,1,1,0,4,0,1,13
12950,12950,12950,14PES0239H,MATUTINO,INSTITUTO_TEPEYAC_CAMPUS_SANTA_ANITA,SANTA_ANITA_39,25,SAN_AGUSTIN,VILLAS_DE_SANTA_ANITA,97,TLAJOMULCO_DE_ZUAIGA,PARTICULAR,SECUNDARIA,GENERAL,52,45,97,42,29,71,41,42,83,0,0,0,0,0,0,0,0,0,135,116,251,13,10,1,1,1,0,8,0,1,22
12951,12951,12951,14PES0251C,MATUTINO,JOHN_DEWEY,AVENIDA_TESISTAN_1639,1,ZAPOPAN,LA_TUZANIA,120,ZAPOPAN,PARTICULAR,SECUNDARIA,GENERAL,16,12,28,15,12,27,14,7,21,0,0,0,0,0,0,0,0,0,45,31,76,12,3,1,1,1,0,2,1,0,14
12952,12952,12952,14EES0078F,VESPERTINO,LUIS_FARAH_MATA,SAN_MATEO,231,TESISTAN,PARQUES_DE_TESISTAN,120,ZAPOPAN,ESTATAL,SECUNDARIA,GENERAL,91,82,173,89,108,197,95,84,179,0,0,0,0,0,0,0,0,0,275,274,549,43,12,2,4,3,0,7,1,0,50
12953,12953,12953,14EES0078F,MATUTINO,LUIS_FARAH_MATA,SAN_MATEO,231,TESISTAN,PARQUES_DE_TESISTAN,120,ZAPOPAN,ESTATAL,SECUNDARIA,GENERAL,105,96,201,100,100,200,84,118,202,0,0,0,0,0,0,0,0,0,289,314,603,39,12,4,4,5,0,8,0,2,49
12954,12954,12954,14PES0252B,MATUTINO,CENTRO_DE_EDUCACION_INTEGRAL_PAULO_FREIRE,AVENIDA_1_DE_MAYO_110,38,LA_UNION_DEL_CUATRO,SAN_JOSE_DEL_VALLE,97,TLAJOMULCO_DE_ZUAIGA,PARTICULAR,SECUNDARIA,GENERAL,44,47,91,30,47,77,36,34,70,0,0,0,0,0,0,0,0,0,110,128,238,13,9,1,1,1,0,2,0,1,16
12955,12955,12955,14EES0079E,MATUTINO,JUAN_ESCUTIA,SAN_JOSE_100,11,LA_VEGA,0,95,TEUCHITLAN,ESTATAL,SECUNDARIA,GENERAL,13,11,24,13,12,25,7,12,19,0,0,0,0,0,0,0,0,0,33,35,68,11,3,1,1,0,0,1,1,0,12
12956,12956,12956,14DES0119Q,VESPERTINO,MANUEL_GOMEZ_MORIN,EUCALIPTOS,1,EL_SALTO,LA_AZUCENA,70,EL_SALTO,FEDERALIZADO,SECUNDARIA,GENERAL,19,26,45,56,68,124,0,0,0,0,0,0,0,0,0,0,0,0,75,94,169,10,4,1,1,1,0,0,0,1,11
12957,12957,12957,14DES0119Q,MATUTINO,MANUEL_GOMEZ_MORIN,EUCALIPTOS,1,EL_SALTO,LA_AZUCENA,70,EL_SALTO,FEDERALIZADO,SECUNDARIA,GENERAL,113,107,220,73,57,130,99,117,216,0,0,0,0,0,0,0,0,0,285,281,566,31,13,3,2,3,0,6,0,1,38
12958,12958,12958,14DTV0652Z,MATUTINO,JUAN_RULFO,EMILIANO_ZAPATA_52,29,OTATLAN,0,123,ZAPOTLAN_DEL_REY,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,11,11,22,13,12,25,14,13,27,0,0,0,0,0,0,0,0,0,38,36,74,3,3,0,0,0,0,1,1,0,4
12959,12959,12959,14PES0256Y,MATUTINO,JUAN_PABLO_II,GONZALEZ_GALLO_200,1,AYOTLAN,AYOTLAN,16,AYOTLAN,PARTICULAR,SECUNDARIA,GENERAL,4,4,8,6,2,8,2,8,10,0,0,0,0,0,0,0,0,0,12,14,26,10,3,1,1,1,0,2,0,1,13
12960,12960,12960,14DES0125A,MATUTINO,GUILLERMO_GONZALEZ_CAMARENA,PAVO_REAL,28,IXTAPA,TAMARINDOS,67,PUERTO_VALLARTA,FEDERALIZADO,SECUNDARIA,GENERAL,87,93,180,72,112,184,74,85,159,0,0,0,0,0,0,0,0,0,233,290,523,25,12,1,3,2,0,3,0,1,29
12961,12961,12961,14DES0125A,VESPERTINO,GUILLERMO_GONZALEZ_CAMARENA,PAVO_REAL,28,IXTAPA,TAMARINDOS,67,PUERTO_VALLARTA,FEDERALIZADO,SECUNDARIA,GENERAL,47,45,92,50,42,92,33,44,77,0,0,0,0,0,0,0,0,0,130,131,261,15,6,2,1,1,0,1,1,0,16
12962,12962,12962,14PES0278J,MATUTINO,COLEGIO_DE_LOS_ALTOS,CARRETERA_ARANDAS_BETANIA,1,ARANDAS,EL_OCOTE,8,ARANDAS,PARTICULAR,SECUNDARIA,GENERAL,10,11,21,7,7,14,9,14,23,0,0,0,0,0,0,0,0,0,26,32,58,16,3,1,1,1,0,1,0,1,18
12963,12963,12963,14DTV0653Y,MATUTINO,HIGINIO_RUVALCABA_ROMERO,CONOCIDO,95,RIO_COLORADO_DE_ARRIBA,0,118,YAHUALICA_DE_GONZALEZ_GALLO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,14,9,23,10,10,20,8,7,15,0,0,0,0,0,0,0,0,0,32,26,58,3,3,0,0,0,0,0,1,0,3
