,Unnamed: 0,Unnamed: 0.1,municipio,clave_ct,responsable,turno,nombre_ct,director,nivel,matricula,docente,grupos,aulas_existentes,aulas_uso,inversion_tiempo_completo_2014,inversion_tiempo_completo_2015,inversion_aulas_interactivas_2015,inversion_aulas_interactivas_2014,inversion_aulas_interactivas_2013,inversion_aulas_provisionales_2013,inversion_aulas_provisionales_2014,inversion_aulas_provisionales_2015,inversion_pec_2013,inversion_pec_2014,inversion_mobiliario,inversion_excelencia_2014,inversion_pes_2013,inversion_pes_2014,inversion_coniba_2013,inversion_escuela_digna_2013,inversion_fonden_2013,inversion_programa_sana_2013,inversion_coniba_2014,inversion_escuelas_de_tiempo_completo_2014,inversion_escuela_digna_2014,inversion_faeb_2014,inversion_fonden_2014,inversion_infraestructura_educativa_estatal_2014_(recurso_2013),inversion_programa_escuelas_de_excelencia_2014,inversion_programa_sana_2014,inversion_programa_coniba_2015,inversion_escuelas_de_tiempo_completo_2015_(recurso_2014),inversion_programa_escuela_digna_2015,inversion_faeb_2015,inversion_fonden_2015,inversion_infraestructura_educativa_estatal_2015_(recurso_2013),inversion_programa_escuelas_de_excelencia_2015_(recurso_2014),inversion_programa_sana_2015,otros_programas,beneficiarios_alimentos_dif_2014_digit,aulas_interactivas_observacion_aulas,aulas_interactivas_observacion_por_sustituir,aulas_interactivas_observacion_sust_2013,aulas_interactivas_observacion_sust_2014,aulas_interactivas_observacion_sust_2015,aulas_interactivas_observacion_otro_uso,aulas_provisionales_observacion_aulas,aulas_provisionales_observacion_por_sustituir,aulas_provisionales_observacion_sust_2013,aulas_provisionales_observacion_sust_2014,aulas_provisionales_observacion_sust_2015,aulas_provisionales_observacion_otro_uso,conectividad_mbs,observacion_pec2013_pec2013,observacion_pec2014_pec2014,observacion_mobiliario_piezas,observacion_mobiliario_alumnos,observacion_mobiliario_matricula,inmueble_cleaned,director_cleaned,responsable_cleaned,turno_cleaned,nombre_ct_cleaned,nivel_cleaned
8338,8338,8338,UNION DE TULA,14DTV0494Z,R,MATUTINO,MIGUEL HIDALGO Y COSTILLA,RAFAEL ARROYOS AGUILAR,SECUNDARIA,34.0,3.0,3.0,3.0,3.0,,,150000.0,,,,,,50000.0,43000.0,34085.72,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,0.0,0.0,0.0,0.0,2.0,,34.0,29.0,38.0,29.0,29.0,1405639e,rafael_arroyos_aguilar,r,matutino,miguel_hidalgo_y_costilla,secundaria
8339,8339,8339,UNION DE TULA,14EJN0935P,R,MATUTINO,VICENTE SUAREZ,JUDITH MARGARITA GARCIA RAMIREZ,PREESCOLAR,34.0,3.0,3.0,3.0,3.0,,,,,,,,,42000.0,40000.0,27061.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,27.0,45.0,27.0,27.0,1405640d,judith_margarita_garcia_ramirez,r,matutino,vicente_suarez,preescolar
8340,8340,8340,UNION DE TULA,14DTV0132Q,R,MATUTINO,FRANCISCO VILLA,ARTURO ROBLES CASTILLO,SECUNDARIA,20.0,3.0,3.0,3.0,3.0,,,150000.0,,,,,500000.0,,44200.0,30390.72,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,2.0,,24.0,33.0,24.0,24.0,1405659x,arturo_robles_castillo,r,matutino,francisco_villa,secundaria
8341,8341,8341,UNION DE TULA,14DPR2241L,R,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,MARGARITO LOPEZ FLORES,PRIMARIA,26.0,2.0,6.0,2.0,2.0,,,,,,,,,,,43412.67,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,63.0,33.0,33.0,1406583g,margarito_lopez_flores,r,matutino,josefa_ortiz_de_dominguez,primaria
8342,8342,8342,UNION DE TULA,14DTV0495Z,R,MATUTINO,EMILIANO ZAPATA,MIGUEL CARDENAS FLORES,SECUNDARIA,12.0,2.0,3.0,3.0,2.0,,,,,,,,500000.0,,,23000.72,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,0.0,1.0,2.0,,,,23.0,14.0,14.0,1412566e,miguel_cardenas_flores,r,matutino,emiliano_zapata,secundaria
8343,8343,8343,VILLA CORONA,14EJN0183G,R,MATUTINO,ROSAURA ZAPATA CANO,MARIA DEL SOCORRO AGUILA LUEVANOS,PREESCOLAR,80.0,5.0,5.0,5.0,5.0,,,,,,,,,56200.0,33000.0,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,3.0,80.0,96.0,,,,1409135h,maria_del_socorro_aguila_luevanos,r,matutino,rosaura_zapata_cano,preescolar
8344,8344,8344,VILLA CORONA,14DPR2200L,R,MATUTINO,MARGARITA MAZA DE JUAREZ,MARIA ISABEL MIRANDA NAVARRO,PRIMARIA,166.0,6.0,6.0,7.0,6.0,90000.0,179999.99,,,,,,,39000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,2.0,166.0,,,,,1409138x,maria_isabel_miranda_navarro,r,matutino,margarita_maza_de_juarez,primaria
8345,8345,8345,VILLA CORONA,14EJN0288A,R,MATUTINO,GABRIELA MISTRAL,EVANGELINA GOMEZ HERNANDEZ,PREESCOLAR,62.0,2.0,2.0,2.0,2.0,,,,,,,,,49000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,3.0,62.0,,,,,1409139b,evangelina_gomez_hernandez,r,matutino,gabriela_mistral,preescolar
8346,8346,8346,VILLA CORONA,14DPR0786P,R,MATUTINO,ROBERTO QUIROZ GUERRA,EFREN REYES SAUCEDO,PRIMARIA,277.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,2.0,,,,,,1409140a,efren_reyes_saucedo,r,matutino,roberto_quiroz_guerra,primaria
8347,8347,8347,VILLA CORONA,14DJN0062W,R,MATUTINO,LAZARO CARDENAS DEL RIO,MAGDALENA ANUNCIACION PIZANO MARIANO,PREESCOLAR,147.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,3.0,,,,,,1409141e,magdalena_anunciacion_pizano_mariano,r,matutino,lazaro_cardenas_del_rio,preescolar
8348,8348,8348,VILLA CORONA,14DES0046O,R,MATUTINO,FAUSTO T RODRIGUEZ,IRMA LETICIA HUIZAR RUIZ,SECUNDARIA,302.0,14.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1409142x,irma_leticia_huizar_ruiz,r,matutino,fausto_t_rodriguez,secundaria
8349,8349,8349,VILLA CORONA,14DES0046O,L,VESPERTINO,FAUSTO T RODRIGUEZ,IRMA LETICIA HUIZAR RUIZ,SECUNDARIA,87.0,17.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1409142x,irma_leticia_huizar_ruiz,l,vespertino,fausto_t_rodriguez,secundaria
8350,8350,8350,VILLA CORONA,14EPR0832J,R,MATUTINO,RAMON CORONA,MA. DEL TRANSITO ESTRADA URIBE,PRIMARIA,214.0,8.0,8.0,11.0,8.0,90000.0,180000.0,,,,,,,,,,,,,,,,,,,995821.14,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,3.0,,,,,,1409143b,ma._del_transito_estrada_uribe,r,matutino,ramon_corona,primaria
8351,8351,8351,VILLA CORONA,14EPR0831K,R,MATUTINO,BENITO JUAREZ,JUAN RAMIREZ ORTIZ,PRIMARIA,380.0,12.0,12.0,12.0,12.0,90000.0,179804.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,3.0,,,,,,1409144f,juan_ramirez_ortiz,r,matutino,benito_juarez,primaria
8352,8352,8352,VILLA CORONA,14EES0040T,R,VESPERTINO,AGUSTIN YAÃÂÃÂEZ DELGADILLO,RICARDO MONTEON GUZMAN,SECUNDARIA,90.0,9.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.512,,,,,,1409146c,ricardo_monteon_guzman,r,vespertino,agustin_yaaaez_delgadillo,secundaria
8353,8353,8353,VILLA CORONA,14DJN0149A,R,MATUTINO,SOR JUANA INES DE LA CRUZ,ANA LILIA AGUILERA CALATA,PREESCOLAR,111.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,50000.0,,9990.14,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,2.0,,,,,,1409147g,ana_lilia_aguilera_calata,r,matutino,sor_juana_ines_de_la_cruz,preescolar
8354,8354,8354,VILLA CORONA,14DPR0990Z,R,MATUTINO,NIÃÂÃÂOS HEROES,IMELDA RAFAEL ALMEJO,PRIMARIA,167.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,2.0,,,,,,1409148k,imelda_rafael_almejo,r,matutino,niaaos_heroes,primaria
8355,8355,8355,VILLA CORONA,14DPR3419O,L,VESPERTINO,JOSE MA MORELOS Y PAVON,MARIA DEL ROSARIO CHAVEZ CHAVARIN,PRIMARIA,70.0,4.0,6.0,4.0,4.0,,,,,,,,,,32000.0,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,2.0,,89.0,,,,1409148k,maria_del_rosario_chavez_chavarin,l,vespertino,jose_ma_morelos_y_pavon,primaria
8356,8356,8356,VILLA CORONA,14EPR0962C,R,MATUTINO,MANUEL LOPEZ COTILLA,VICTOR MANUEL MORALES CASTELLON,PRIMARIA,62.0,3.0,6.0,8.0,3.0,90000.0,179994.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,2.0,,,,,,1409149d,victor_manuel_morales_castellon,r,matutino,manuel_lopez_cotilla,primaria
8357,8357,8357,VILLA CORONA,14DTV0384U,R,MATUTINO,VENUSTIANO CARRANZA,GILBERTO ARANDA ACOSTA,SECUNDARIA,24.0,3.0,3.0,3.0,3.0,90000.0,180000.0,150000.0,,,,,,49000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,24.0,,,,,1409150c,gilberto_aranda_acosta,r,matutino,venustiano_carranza,secundaria
8358,8358,8358,VILLA CORONA,14EJN0230A,R,MATUTINO,BENITO JUAREZ,LORENA CUENCA SENCION,PREESCOLAR,17.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1409151g,lorena_cuenca_sencion,r,matutino,benito_juarez,preescolar
8359,8359,8359,VILLA CORONA,14DPR1284C,R,MATUTINO,FRANCISCO I MADERO,EFRAIN CORONA JIMENEZ,PRIMARIA,31.0,2.0,6.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,1409152k,efrain_corona_jimenez,r,matutino,francisco_i_madero,primaria
8360,8360,8360,VILLA CORONA,14DPR1282E,R,MATUTINO,JUAN ALDAMA,ADAN GONZALEZ SEPULVEDA,PRIMARIA,111.0,6.0,6.0,6.0,6.0,90000.0,178491.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,1409153d,adan_gonzalez_sepulveda,r,matutino,juan_aldama,primaria
8361,8361,8361,VILLA CORONA,14DTV0413Z,R,MATUTINO,RICARDO FLORES MAGON,JUAN MANUEL FLORES PEREZ,SECUNDARIA,37.0,3.0,3.0,3.0,3.0,,,,,,,,500000.0,40000.0,29000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,,37.0,39.0,,,,1409154h,juan_manuel_flores_perez,r,matutino,ricardo_flores_magon,secundaria
8362,8362,8362,VILLA CORONA,14DJN0392N,R,MATUTINO,GABRIELA MISTRAL,MARIA DE JESUS CALATA VELAZQUEZ,PREESCOLAR,31.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,8100.0,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,1409155a,maria_de_jesus_calata_velazquez,r,matutino,gabriela_mistral,preescolar
8363,8363,8363,VILLA CORONA,14EST0003H,R,VESPERTINO,AGUSTIN YAÃÂÃÂEZ DELGADILLO,OSCAR GARZON JIMENEZ,SECUNDARIA,274.0,17.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1409156e,oscar_garzon_jimenez,r,vespertino,agustin_yaaaez_delgadillo,secundaria
8364,8364,8364,VILLA CORONA,14DPR1283D,R,MATUTINO,MANUEL LOPEZ COTILLA,ERNESTO RUBIO CASTRO,PRIMARIA,251.0,9.0,9.0,9.0,9.0,,,,,,,,,,46100.0,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,251.0,,,,1409159f,ernesto_rubio_castro,r,matutino,manuel_lopez_cotilla,primaria
8365,8365,8365,VILLA CORONA,14DPR0266G,L,VESPERTINO,FRANCISCO VILLA,DIONISIO RODRIGUEZ CISNEROS,PRIMARIA,30.0,2.0,6.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,1409159f,dionisio_rodriguez_cisneros,l,vespertino,francisco_villa,primaria
8366,8366,8366,VILLA CORONA,14DJN0150Q,R,MATUTINO,VOCES DE PRIMAVERA,ARACELI MARTINEZ LOPEZ,PREESCOLAR,61.0,2.0,3.0,4.0,2.0,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,1409160e,araceli_martinez_lopez,r,matutino,voces_de_primavera,preescolar
8367,8367,8367,VILLA CORONA,14DJN0451M,R,MATUTINO,RAFAEL RAMIREZ,MA. ESTHER ROSALES FLORES,PREESCOLAR,116.0,4.0,4.0,4.0,4.0,,,,,,,,500000.0,,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,2.0,,,,,,1409161x,ma._esther_rosales_flores,r,matutino,rafael_ramirez,preescolar
8368,8368,8368,VILLA CORONA,14DPR1280G,R,MATUTINO,EMILIANO ZAPATA,DEMETRIO ROBLES ORTEGA,PRIMARIA,145.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,2.0,,,,,,1409162b,demetrio_robles_ortega,r,matutino,emiliano_zapata,primaria
8369,8369,8369,VILLA CORONA,14DPR3420D,L,VESPERTINO,LAZARO CARDENAS DEL RIO,CELIA GODOY SOSA,PRIMARIA,74.0,4.0,6.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,2.0,,,,,,1409162b,celia_godoy_sosa,l,vespertino,lazaro_cardenas_del_rio,primaria
8370,8370,8370,VILLA CORONA,14DTV0414Y,R,MATUTINO,IGNACIO ZARAGOZA,WELBER ANTONIO MEZA AGUILAR,SECUNDARIA,32.0,3.0,3.0,3.0,3.0,,,,,,,,,35000.0,29000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,43.0,,,,1409163f,welber_antonio_meza_aguilar,r,matutino,ignacio_zaragoza,secundaria
8371,8371,8371,VILLA CORONA,14DPR1281F,R,MATUTINO,PROGRESO,DORIAN OSMAR PEREZ GONZALEZ,PRIMARIA,78.0,3.0,6.0,4.0,3.0,90000.0,180000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,1409164j,dorian_osmar_perez_gonzalez,r,matutino,progreso,primaria
8372,8372,8372,VILLA CORONA,14EJN0216H,R,MATUTINO,MIGUEL HIDALGO,MA. DE LOS ANGELES MARTINEZ SENCION,PREESCOLAR,31.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,1409165c,ma._de_los_angeles_martinez_sencion,r,matutino,miguel_hidalgo,preescolar
8373,8373,8373,AMACUECA,14EPR0015A,R,MATUTINO,EMILIO RODRIGUEZ JARA,VIDAL MEZA MEZA,PRIMARIA,156.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,2.0,,,,,,1404701f,vidal_meza_meza,r,matutino,emilio_rodriguez_jara,primaria
8374,8374,8374,AMACUECA,14EPR0016Z,R,MATUTINO,16 DE SEPTIEMBRE,FRANCISCO JAVIER GOMEZ GOMEZ,PRIMARIA,133.0,6.0,6.0,7.0,6.0,90000.0,180000.0,,,,,,,30000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,2.0,133.0,,,,,1404703c,francisco_javier_gomez_gomez,r,matutino,16_de_septiembre,primaria
8375,8375,8375,AMACUECA,14DJN0504A,R,MATUTINO,CLEMENTE FRANCO RODRIGUEZ,MARIA GRACIELA AVALOS ROJAS,PREESCOLAR,113.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,2.0,,,,,,1404704g,maria_graciela_avalos_rojas,r,matutino,clemente_franco_rodriguez,preescolar
8376,8376,8376,AMACUECA,14DPR1606V,R,MATUTINO,EMILIANO ZAPATA,LUIS ALMEJO SANTOS,PRIMARIA,77.0,5.0,6.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,2.0,,,,,,1404705k,luis_almejo_santos,r,matutino,emiliano_zapata,primaria
8377,8377,8377,AMACUECA,14DES0060H,R,MATUTINO,JESUS GONZALEZ ORTEGA,HECTOR SALVADOR BERBER HERNANDEZ,SECUNDARIA,187.0,14.0,6.0,6.0,6.0,,,,300000.0,,,,,90000.0,43700.0,,,,9920.4,,,,,,,,,,,,,,,979548.02,,,,,,,,6.0,,,,,,,,,,,,2.0,187.0,187.0,,,,1404707h,hector_salvador_berber_hernandez,r,matutino,jesus_gonzalez_ortega,secundaria
8378,8378,8378,AMACUECA,14DJN0171C,R,MATUTINO,MANUEL LOPEZ COTILLA,MARTHA RODRIGUEZ FLORES,PREESCOLAR,27.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,2.0,,,,,,1404709e,martha_rodriguez_flores,r,matutino,manuel_lopez_cotilla,preescolar
8379,8379,8379,AMACUECA,14DJN5637Z,R,MATUTINO,FRANCISCO GABILONDO SOLER,CARMEN MENDOZA JIMENEZ,PREESCOLAR,15.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,2.0,,,,,,1404710d,carmen_mendoza_jimenez,r,matutino,francisco_gabilondo_soler,preescolar
8380,8380,8380,AMACUECA,14DJN0505Z,R,MATUTINO,MARIA SIGALA,CANDIDA PACHECO GODINA,PREESCOLAR,57.0,3.0,3.0,3.0,3.0,,,,,,,,,,29000.0,,,,10000.0,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,2.0,,72.0,,,,1404711h,candida_pacheco_godina,r,matutino,maria_sigala,preescolar
8381,8381,8381,AMACUECA,14EES0540O,R,VESPERTINO,JUAN ESCUTIA,ENRIQUE BARRAGAN AVALOS,SECUNDARIA,123.0,10.0,4.0,4.0,4.0,,,,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,,,,,1404712a,enrique_barragan_avalos,r,vespertino,juan_escutia,secundaria
8382,8382,8382,AMACUECA,14EPR0018Y,R,MATUTINO,GABRIEL RAMOS MILLAN,FELIPE SANTANA FAJARDO,PRIMARIA,165.0,6.0,6.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,2.0,,,,,,1404714x,felipe_santana_fajardo,r,matutino,gabriel_ramos_millan,primaria
8383,8383,8383,AMACUECA,14DPR2320Y,R,MATUTINO,AQUILES SERDAN,PEDRO LEONARDO PEREZ,PRIMARIA,5.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,2.0,,,,,,1405280h,pedro_leonardo_perez,r,matutino,aquiles_serdan,primaria
8384,8384,8384,AMACUECA,14DPR2658H,R,MATUTINO,LEONA VICARIO,MA. GUADALUPE CHAVEZ ROJAS,PRIMARIA,118.0,5.0,6.0,6.0,5.0,,334877.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,2.0,,,,,,1405291c,ma._guadalupe_chavez_rojas,r,matutino,leona_vicario,primaria
8385,8385,8385,AMACUECA,14DPR2740H,R,VESPERTINO,FRANCISCO I MADERO,ANA MARIA HERNANDEZ TOSCANO,PRIMARIA,46.0,2.0,6.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,2.0,,,,,,1405292g,ana_maria_hernandez_toscano,r,vespertino,francisco_i_madero,primaria
8386,8386,8386,AMACUECA,14EJN0807U,R,MATUTINO,JUSTO SIERRA,MARTHA ALICIA CRUZ OSORIO,PREESCOLAR,49.0,2.0,4.0,2.0,2.0,,,,,,,,1000000.0,,69000.0,,,,,,,,,,,,,,,,,,,,863711.44,,,,,,45.0,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,2.0,,56.0,,,,1405347g,martha_alicia_cruz_osorio,r,matutino,justo_sierra,preescolar
8387,8387,8387,GOMEZ FARIAS,14DJN1292V,R,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,VERONICA ESTHER ARANA VARGAS,PREESCOLAR,75.0,3.0,3.0,3.0,3.0,,,,,,,,,42000.0,59000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,75.0,80.0,,,,1404843a,veronica_esther_arana_vargas,r,matutino,josefa_ortiz_de_dominguez,preescolar
8388,8388,8388,GOMEZ FARIAS,14DPR3224B,R,MATUTINO,VALENTIN GOMEZ FARIAS,ROSA MARIA DELGADILLO MARTINEZ,PRIMARIA,178.0,6.0,6.0,6.0,6.0,90000.0,180000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,10.0,,,,,,1404844e,rosa_maria_delgadillo_martinez,r,matutino,valentin_gomez_farias,primaria
8389,8389,8389,GOMEZ FARIAS,14EJN0845X,R,MATUTINO,ANDREW FLEMING,BETSY MAGALY CAMPOS CORONA,PREESCOLAR,80.0,3.0,3.0,3.0,3.0,,,,,,,,,70000.0,69000.0,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,20.0,80.0,75.0,,,,1404845x,betsy_magaly_campos_corona,r,matutino,andrew_fleming,preescolar
8390,8390,8390,GOMEZ FARIAS,14EPR1423M,R,MATUTINO,JUAN RULFO,TERESA MARTINEZ SILVA,PRIMARIA,292.0,9.0,10.0,10.0,10.0,90000.0,180000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,30.0,,,,,,1404847f,teresa_martinez_silva,r,matutino,juan_rulfo,primaria
8391,8391,8391,GOMEZ FARIAS,14EPR0678G,R,MATUTINO,SILVANO BARBA GONZALEZ,TERESA MARTI NEZ SILVA,PRIMARIA,176.0,6.0,6.0,6.0,6.0,,,,,,,,,,57600.0,,,,10000.0,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,10.0,,176.0,,,,1404848j,teresa_marti_nez_silva,r,matutino,silvano_barba_gonzalez,primaria
8392,8392,8392,GOMEZ FARIAS,14EPR0679F,R,MATUTINO,PEDRO DE GANTE,JOSEFINA CANO BALTAZAR,PRIMARIA,195.0,6.0,6.0,9.0,6.0,,,,,,,,,,79500.0,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,2.0,,195.0,,,,1404849c,josefina_cano_baltazar,r,matutino,pedro_de_gante,primaria
8393,8393,8393,GOMEZ FARIAS,14EPR1336R,L,VESPERTINO,JUSTO SIERRA,TERESA MARTINEZ SILVA,PRIMARIA,155.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,2.0,,,,,,1404849c,teresa_martinez_silva,l,vespertino,justo_sierra,primaria
8394,8394,8394,GOMEZ FARIAS,14EJN0130B,R,MATUTINO,JUANA INES DE LA CRUZ,MARIA JOSEFINA PINTOR CALVARIO,PREESCOLAR,125.0,5.0,5.0,5.0,5.0,,,,,,,,,60000.0,72600.0,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,22.0,125.0,126.0,,,,1404850b,maria_josefina_pintor_calvario,r,matutino,juana_ines_de_la_cruz,preescolar
8395,8395,8395,GOMEZ FARIAS,14EJN1069V,L,VESPERTINO,JOSE MARIA CASTAÃÂÃÂEDA Y ESCALADA,PATRICIA MIROSLAVA VARGAS SANCHEZ,PREESCOLAR,28.0,1.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,1404850b,patricia_miroslava_vargas_sanchez,l,vespertino,jose_maria_castaaaeda_y_escalada,preescolar
8396,8396,8396,GOMEZ FARIAS,14DST0133B,R,MATUTINO,ESCUELA SECUNDARIA TECNICA 66,DANIEL CERRILLOS CHAVEZ,SECUNDARIA,382.0,26.0,9.0,11.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404851f,daniel_cerrillos_chavez,r,matutino,escuela_secundaria_tecnica_66,secundaria
8397,8397,8397,GOMEZ FARIAS,14DJN5311U,R,MATUTINO,JUAN DE LA BARRERA,MARIA TERESA CASILLAS CAMPOS,PREESCOLAR,8.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,2.0,,,,,,1404854g,maria_teresa_casillas_campos,r,matutino,juan_de_la_barrera,preescolar
8398,8398,8398,GOMEZ FARIAS,14EPR1139Q,R,MATUTINO,FRANCISCO VILLA,ELOISA VAZQUEZ CANTOR,PRIMARIA,17.0,1.0,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,1404855k,eloisa_vazquez_cantor,r,matutino,francisco_villa,primaria
8399,8399,8399,GOMEZ FARIAS,14DTV0401U,R,MATUTINO,SOR JUANA INES DE LA CRUZ,RAFAEL EVANGELISTA LEON,SECUNDARIA,60.0,3.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1404856d,rafael_evangelista_leon,r,matutino,sor_juana_ines_de_la_cruz,secundaria
